 0. 4.6819050650475846E-21 2.7982396976830874 1.4240139257811218E-35 -6.001447177871965E-20 0. -6.001447177871965E-20 -1.4240139257811218E-35
 0. 1.6782657724201983E-13 2.798270112950078 5.10449029733768E-28 -6.00144715234855E-20 0. -6.00144715234855E-20 -2.552148749643579E-28
 0. 3.356148450287931E-13 2.7983005282170685 1.5312305414900666E-27 -6.001447075786061E-20 0. -6.001447075786061E-20 -5.1037150127799855E-28
 0. 5.033648154006565E-13 2.7983309434840593 3.0622280668990813E-27 -6.001446948196148E-20 0. -6.001446948196148E-20 -7.6546989322155655E-28
 0. 6.710764957070015E-13 2.79836135875105 5.10332514570423E-27 -6.001446769590458E-20 0. -6.001446769590458E-20 -1.0205100731888982E-27
 0. 8.387498932957563E-13 2.7983917740180404 7.654405339997849E-27 -6.001446539980627E-20 0. -6.001446539980627E-20 -1.2754919535151262E-27
 0. 1.0063850155241964E-12 2.798422189285031 1.0715352234249624E-26 -6.001446259378314E-20 0. -6.001446259378314E-20 -1.530415721690996E-27
 0. 1.1739818697395494E-12 2.798452604552022 1.4286049435276033E-26 -6.001445927795149E-20 0. -6.001445927795149E-20 -1.7852812745904396E-27
 0. 1.3415404632864408E-12 2.7984830198190123 1.8366380572232423E-26 -6.001445545242767E-20 0. -6.001445545242767E-20 -2.0400885916115712E-27
 0. 1.5090608035155266E-12 2.798513435086003 2.2956229296631364E-26 -6.001445111732819E-20 0. -6.001445111732819E-20 -2.294837830991531E-27
 0. 1.6765428977685318E-12 2.7985438503529934 2.805547928231547E-26 -6.001444627276921E-20 0. -6.001444627276921E-20 -2.5495288362597696E-27
 0. 1.8439867533954014E-12 2.798574265619984 3.366401422548242E-26 -6.00144409188671E-20 0. -6.00144409188671E-20 -2.8041616779308524E-27
 0. 2.011392377731219E-12 2.798604680886975 3.9781717844639734E-26 -6.001443505573816E-20 0. -6.001443505573816E-20 -3.0587363525326946E-27
 0. 2.178759778119117E-12 2.798635096153965 4.6408473880629276E-26 -6.001442868349877E-20 0. -6.001442868349877E-20 -3.313252999298171E-27
 0. 2.346088961902622E-12 2.798665511420956 5.354416609662843E-26 -6.001442180226508E-20 0. -6.001442180226508E-20 -3.56771152701738E-27
 0. 2.5133799364142393E-12 2.7986959266879468 6.118867827811662E-26 -6.001441441215334E-20 0. -6.001441441215334E-20 -3.822111963078939E-27
 0. 2.680632708993468E-12 2.798726341954937 6.93418942328965E-26 -6.001440651327965E-20 0. -6.001440651327965E-20 -4.0764542247870436E-27
 0. 2.8478472869745124E-12 2.798756757221928 7.800369779107796E-26 -6.001439810576025E-20 0. -6.001439810576025E-20 -4.330738384160766E-27
 0. 3.0150236776980026E-12 2.7987871724889186 8.717397280509755E-26 -6.001438918971137E-20 0. -6.001438918971137E-20 -4.584964523508829E-27
 0. 3.1821618884863746E-12 2.798817587755909 9.685260314966327E-26 -6.001437976524908E-20 0. -6.001437976524908E-20 -4.839132578892479E-27
 0. 3.3492619266756907E-12 2.7988480030228997 1.070394727217959E-25 -6.001436983248956E-20 0. -6.001436983248956E-20 -5.093242629056407E-27
 0. 3.5163237995994255E-12 2.7988784182898905 1.1773446544082123E-25 -6.001435939154882E-20 0. -6.001435939154882E-20 -5.347294606531415E-27
 0. 3.6833475145775395E-12 2.798908833556881 1.2893746524832884E-25 -6.001434844254308E-20 0. -6.001434844254308E-20 -5.601288670742179E-27
 0. 3.8503330789462525E-12 2.7989392488238716 1.4064835610822167E-25 -6.0014336985588E-20 0. -6.0014336985588E-20 -5.8552244497218575E-27
 0. 4.017280500026102E-12 2.798969664090862 1.5286702200666824E-25 -6.001432502080012E-20 0. -6.001432502080012E-20 -6.109102472474728E-27
 0. 4.1841897851434715E-12 2.7990000793578527 1.6559334695212048E-25 -6.001431254829517E-20 0. -6.001431254829517E-20 -6.362922471768245E-27
 0. 4.351060941621488E-12 2.7990304946248434 1.788272149753038E-25 -6.0014299568189E-20 0. -6.0014299568189E-20 -6.616684323013988E-27
 0. 4.517893976778094E-12 2.7990609098918338 1.9256851012920131E-25 -6.001428608059788E-20 0. -6.001428608059788E-20 -6.870388357215463E-27
 0. 4.684688897942059E-12 2.7990913251588245 2.068171164890868E-25 -6.001427208563756E-20 0. -6.001427208563756E-20 -7.124034398036097E-27
 0. 4.8514457124233875E-12 2.7991217404258153 2.215729181524676E-25 -6.001425758342395E-20 0. -6.001425758342395E-20 -7.377622447854705E-27
 0. 5.0181644275432785E-12 2.7991521556928056 2.368357992391187E-25 -6.001424257407297E-20 0. -6.001424257407297E-20 -7.631152555391876E-27
 0. 5.184845050616004E-12 2.7991825709597964 2.5260564389106164E-25 -6.001422705770052E-20 0. -6.001422705770052E-20 -7.884624755503499E-27
 0. 5.351487588957318E-12 2.799212986226787 2.68882336272569E-25 -6.001421103442243E-20 0. -6.001421103442243E-20 -8.138039045111292E-27
 0. 5.5180920498823396E-12 2.7992434014937775 2.8566576057016243E-25 -6.001419450435459E-20 0. -6.001419450435459E-20 -8.391395503571319E-27
 0. 5.684658440703848E-12 2.7992738167607683 3.029558009926057E-25 -6.001417746761269E-20 0. -6.001417746761269E-20 -8.644694027851683E-27
 0. 5.851186768726843E-12 2.799304232027759 3.2075234177088096E-25 -6.001415992431247E-20 0. -6.001415992431247E-20 -8.897934585287096E-27
 0. 6.017677041264426E-12 2.7993346472947493 3.390552671582132E-25 -6.001414187456987E-20 0. -6.001414187456987E-20 -9.151117370085248E-27
